,Person_ID,Person_name,Person_age,Person_gender,Person_ducation_level_ID,Assoc_stimulus,Term1,Term2,mahalanobis,Person_term_ID,Person_term_name,Person_term_age,Person_term_gender,Person_term_ducation_level_ID
0,0,enrollee,18,female,1,center,center,center,105.7600905807524,1,graduate,25,male,2
1,0,enrollee,18,female,1,center,center,center,121.39991104292194,2,parent,40,female,2
2,0,enrollee,18,female,1,center,center,center,138.78742048830148,3,post-doc,34,male,3
3,0,enrollee,18,female,1,center,center,university,198.0543373377437,0,enrollee,18,female,1
4,0,enrollee,18,female,1,center,center,university,212.19370030128908,1,graduate,25,male,2
5,0,enrollee,18,female,1,center,center,university,209.0523123987443,2,parent,40,female,2
6,0,enrollee,18,female,1,center,center,university,175.9826556055673,3,post-doc,34,male,3
7,0,enrollee,18,female,1,center,center,scientific/science,128.59991515436818,0,enrollee,18,female,1
8,0,enrollee,18,female,1,center,center,scientific/science,334.151478337187,1,graduate,25,male,2
9,0,enrollee,18,female,1,center,center,scientific/science,160.64657912794252,2,parent,40,female,2
10,0,enrollee,18,female,1,center,center,scientific/science,180.3548130873054,3,post-doc,34,male,3
11,0,enrollee,18,female,1,center,center,educational/education,199.5530454030697,0,enrollee,18,female,1
12,0,enrollee,18,female,1,center,center,educational/education,198.26902707681737,1,graduate,25,male,2
13,0,enrollee,18,female,1,center,center,educational/education,176.37476018560108,2,parent,40,female,2
14,0,enrollee,18,female,1,center,center,educational/education,234.45521395783928,3,post-doc,34,male,3
15,0,enrollee,18,female,1,center,center,program,248.52966410054447,0,enrollee,18,female,1
16,0,enrollee,18,female,1,center,center,program,218.51185816146315,1,graduate,25,male,2
17,0,enrollee,18,female,1,center,center,program,255.2645396540044,2,parent,40,female,2
18,0,enrollee,18,female,1,center,center,program,220.69257348309327,3,post-doc,34,male,3
19,1,graduate,25,male,2,center,center,center,105.7600905807524,0,enrollee,18,female,1
20,1,graduate,25,male,2,center,center,center,143.9717787257769,2,parent,40,female,2
21,1,graduate,25,male,2,center,center,center,174.63265995243722,3,post-doc,34,male,3
22,1,graduate,25,male,2,center,center,university,221.93781836539873,0,enrollee,18,female,1
23,1,graduate,25,male,2,center,center,university,226.20453645840968,1,graduate,25,male,2
24,1,graduate,25,male,2,center,center,university,222.07691276239396,2,parent,40,female,2
25,1,graduate,25,male,2,center,center,university,211.30058114364678,3,post-doc,34,male,3
26,1,graduate,25,male,2,center,center,scientific/science,129.4957843570145,0,enrollee,18,female,1
27,1,graduate,25,male,2,center,center,scientific/science,343.30687306244965,1,graduate,25,male,2
28,1,graduate,25,male,2,center,center,scientific/science,175.45147595608978,2,parent,40,female,2
29,1,graduate,25,male,2,center,center,scientific/science,185.57087956110436,3,post-doc,34,male,3
30,1,graduate,25,male,2,center,center,educational/education,211.80025964097675,0,enrollee,18,female,1
31,1,graduate,25,male,2,center,center,educational/education,207.41718586328525,1,graduate,25,male,2
32,1,graduate,25,male,2,center,center,educational/education,185.6124399341488,2,parent,40,female,2
33,1,graduate,25,male,2,center,center,educational/education,247.61756560896538,3,post-doc,34,male,3
34,1,graduate,25,male,2,center,center,program,256.2806680441937,0,enrollee,18,female,1
35,1,graduate,25,male,2,center,center,program,222.06626958096578,1,graduate,25,male,2
36,1,graduate,25,male,2,center,center,program,259.6642971254202,2,parent,40,female,2
37,1,graduate,25,male,2,center,center,program,231.98119864264362,3,post-doc,34,male,3
38,2,parent,40,female,2,center,center,center,121.39991104292194,0,enrollee,18,female,1
39,2,parent,40,female,2,center,center,center,143.9717787257769,1,graduate,25,male,2
40,2,parent,40,female,2,center,center,center,110.61553718472096,3,post-doc,34,male,3
41,2,parent,40,female,2,center,center,university,173.39429674873537,0,enrollee,18,female,1
42,2,parent,40,female,2,center,center,university,179.71355458946093,1,graduate,25,male,2
43,2,parent,40,female,2,center,center,university,227.71471924412543,2,parent,40,female,2
44,2,parent,40,female,2,center,center,university,192.42293834829664,3,post-doc,34,male,3
45,2,parent,40,female,2,center,center,scientific/science,144.58665480342566,0,enrollee,18,female,1
46,2,parent,40,female,2,center,center,scientific/science,333.68565240229276,1,graduate,25,male,2
47,2,parent,40,female,2,center,center,scientific/science,169.03101875159564,2,parent,40,female,2
48,2,parent,40,female,2,center,center,scientific/science,176.3587713719149,3,post-doc,34,male,3
49,2,parent,40,female,2,center,center,educational/education,211.24000216924117,0,enrollee,18,female,1
50,2,parent,40,female,2,center,center,educational/education,193.94635079181165,1,graduate,25,male,2
51,2,parent,40,female,2,center,center,educational/education,175.03724101225822,2,parent,40,female,2
